job_id,title,company,location,experience,salary,posted_date,apply_link,description,tags
290626928412,GEN AI Engineer,Infosys,Bengaluru,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",5 Days Ago,/job-listings-gen-ai-engineer-infosys-limited-bengaluru-2-to-5-years-290626928412,"Bachelor of Engineering,BSc,BTech,BCA,MCA,MSc,MTech. Service Line . Engineering Services. <br><br> Good understanding of SDLC",Ai Engineer | Design | Generative Ai | Architecture | Knowledge Management | Ai | Technical Analysis | Digital Transformation
030726501807,SB-1456-AI Engineer,Softbiz Solutions,Kochi,1-6 Yrs,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-sb-1456-ai-engineer-softbiz-solutions-pvt-ltd-kochi-1-to-6-years-030726501807,We are looking for a highly skilled AI Engineer with 1 to 6 years of experience to join our team at Softbiz Solutions Pvt Ltd<br><br>Experience with deep learning frameworks such as TensorFlow or PyTorch.,c++ | python | natural language processing | mathematics | neural networks | machine learning | artificial intelligence | deep learning
030726031282,AI Engineer,Teknuova,Hybrid - Gurugram,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-ai-engineer-teknuova-gurugram-2-to-5-years-030726031282,"<p><strong>Role Overview</strong></p><p>As an AI Engineer, you will design, build, and deploy intelligent systems powered by Generative AI and Agentic AI frameworks. You will work on production-grade AI applications that serve millions of customers and help shape the next generation of digital experiences across Deutsche Telekom's ecosystem.</p><br /><p><strong>Key Skills</strong></p><ul><li>Python</li><li>Large Language Models (LLMs)</li><li>Retrieval-Augmented Generation (RAG)</li><li>LangChain</li><li>LangGraph</li><li>Agentic AI Frameworks</li><li>Prompt Engineering</li><li>API Development</li><li>Cloud Technologies</li></ul><br /><p><strong>What You'll Do</strong></p><ul><li>Build production-ready AI applications</li><li>Develop multi-agent workflows and orchestration systems</li><li>Implement RAG pipelines and knowledge systems</li><li>Integrate LLMs into customer-facing products</li><li>Optimize AI performance, reliability, and scalability</li><li>Collaborate with product, platform, and engineering teams</li></ul>",Artificial Intelligence | Python | Natural Language Processing | LangChain | LLM | Agentic AI Frameworks | API Development | Machine Learning
030726022268,Generative AI Engineer,The Glove,India,Associate level,"{'minimumSalary': 300000, 'maximumSalary': 800000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0.0}",1 Day Ago,/job-listings-generative-ai-engineer-the-glove-india-2-to-7-years-030726022268,"The ideal candidate should have experience building scalable AI solutions,integrating APIs,and implementing Retrieval-Augmented Generation (RAG) architectures",Python | Retrieval Augmented Generation | LLM | Artificial Intelligence | Generation
030726014116,Founding Ai Engineer,InterviewPanel,Hybrid - Mumbai (All Areas),Associate level,"{'minimumSalary': 3500000, 'maximumSalary': 6000000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0.0}",1 Day Ago,/job-listings-founding-ai-engineer-interviewpanel-mumbai-all-areas-3-to-8-years-030726014116,You decide what graduates<br><br>The good ones diagnose first,API Integration | Agentic Ai | Large Language Model | System Architecture | Python | Evaluation | System Design | Deployment
020726915829,Gen AI - Engineer,Iris Software,Noida,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",2 Days Ago,/job-listings-gen-ai-engineer-iris-software-technologies-private-limited-noida-2-to-6-years-020726915829,"The role requires strong Python and SQL expertise,hands-on experience with LLMs and RAG architectures,and working knowledge of OpenShift-based deployments<br><br> Strong hands-on experience in Python (production-grade development). <br><br>Experience in building and deploying Generative AI / LLM-based solutions. Strong knowledge of RAG architecture and LLM frameworks (e.g.,LangChain or similar).",Python | Architecture | Dbms | Artificial Intelligence | Programming | Openshift | Html | Machine Learning
030726923805,GenAI / Agentic AI Engineer,Infosys,Bengaluru,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-genai-agentic-ai-engineer-infosys-limited-bengaluru-4-to-9-years-030726923805,"Educational Requirements Bachelor of Engineering. Service Line Strategic Technology Group. <br><br>Technical and Professional Requirements:  . Must Have Skills Python - Core concepts: OOP,typing,modules,pytest / unittest,fixtures,basic async <br><br>Preferred Skills:  . Technology->Artificial Intelligence->Artificial Intelligence - ALL",Ai Engineer | python | generative ai | ai | machine learning | artificial intelligence | docker | qa
030726031415,AI Engineer,EXL,"Hybrid - Pune, Delhi / NCR",Associate level,"{'minimumSalary': 800000, 'maximumSalary': 1700000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0.0}",1 Day Ago,/job-listings-ai-engineer-exl-pune-delhi-ncr-4-to-6-years-030726031415,"EDUCATION: Bachelors degree in computer science,Software Engineering,MIS or equivalent combination of education and experience<br><br>REQUIRED QUALIFICATIONS <br><br>Experience: 3+ Years. <br><br>Experience building data engineering pipelines and scalable backend systems<br><br>Hands-on experience with LLMs / Generative AI applications",AI Engineer | LLM | Python | Artificial Intelligence | MCP | Intelligence
030726031028,AI Engineer,EXL,Bengaluru,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-ai-engineer-exl-bengaluru-3-to-7-years-030726031028,"Experience building data engineering pipelines and scalable backend systems . Strong SQL expertise (CTEs,joins,analytical queries) . Hands-on experience with LLMs / Generative AI applications . .",Data Engineering | Server | Architecture | Artificial Intelligence | Natural Language Processing | Hadoop | Neural Networks | Azure Databricks
030726020225,Gen AI Engineer,C5i,Bengaluru,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",1 Day Ago,/job-listings-gen-ai-engineer-c5i-bengaluru-3-to-6-years-030726020225,"Troubleshoot issues related to model performance,scalability,and reliability. Job Requirements :  . 3-6 years of experience in developing AI applications using Python or similar languages<br><br>Experience with natural language processing (NLP) algorithms and their applications in text classification,sentiment analysis,etc",Agentic Ai | Langgraph | Large Language Model | Retrieval Augmented Generation | Python | Languages | Large | Artificial Intelligence
030726013050,Gen AI Engineer,Wrtr Ink Llp,Hybrid - Bengaluru,Associate level,"{'minimumSalary': 2000000, 'maximumSalary': 3000000, 'currency': 'INR', 'hideSalary': False, 'variablePercentage': 0.0}",1 Day Ago,/job-listings-gen-ai-engineer-wrtr-ink-llp-bengaluru-4-to-9-years-030726013050,The candidate should have strong software engineering fundamentals with the ability to take GenAI solutions from architecture to production. Key Responsibilities & Skills <br><br>Strong hands-on experience building and deploying production-grade GenAI / LLM applications<br><br>Strong programming experience in Python and modern application development<br><br>Experience Requirements,generative ai | Python | Large Language Model | Azure Cloud | Claude Code | Open API | Retrieval Augmented Generation | Microsoft Azure
300626502160,AI Engineer,Exponentia.ai Private Limited,Mumbai,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",4 Days Ago,/job-listings-ai-engineer-exponentia-datalabs-pvt-ltd-mumbai-3-to-8-years-300626502160,Experience with deep learning frameworks like TensorFlow or PyTorch.,Artificial Intelligence | Machine learning | AWS | SQL | Python | Intelligence | Machine
300626035877,Claude AI Engineer,Navlakha Management Services,Mumbai (All Areas),Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",4 Days Ago,/job-listings-claude-ai-engineer-navlakha-management-services-mumbai-all-areas-3-to-8-years-300626035877,"The candidate should have hands-on experience with Large Language Models (LLMs) such as Claude and ChatGPT,along with strong Python skills and experience in API-based integrations. Key Responsibilities <br><br> Monitor emerging AI tools and suggest improvements in AI adoption strategy. Industry Exposure (Preferred) .",Claude AI | Anthropic Claude | Open AI | Python | Prompt Engineering | LLMs | POC | Ai Solutions
300626016144,AI Engineer,Metlife,Noida,0-5 Yrs,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",4 Days Ago,/job-listings-ai-engineer-metlife-noida-0-to-5-years-300626016144,"Bachelor s degree in computer science,AI / ML/DS,Information Systems,Engineering,or a related field<br><br>Strong understanding of Python (preferred) or another major programming language (JavaScript / TypeScript,Java,etc.)<br><br>Experience <br><br>Experience using Agentic AI frameworks such as:  LangChain <br><br>Experience with GitHub Copilot,OpenAI Vibe Coding,or similar AI coding assistants",Generative Ai | RAG | Python | Artificial Intelligence | Retrieval-Augmented Generation | Ml | Intelligence | Generation
290626926957,Agentic AI Engineer,Experian,Hyderabad,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",5 Days Ago,/job-listings-agentic-ai-engineer-experian-services-india-private-limited-hyderabad-2-to-5-years-290626926957," . You need to have 5+ years of experience in software engineering,solution engineering,automation,AI / GenAI,platform engineering,integration,or closely related technical disciplines.  . Hands-on experience building solutions using Python,Node.js,or similar languages.  . Ability to work hands-on with unfamiliar technologies and turn ambiguity into structured outcomes.  <br><br>Preferred Skills",Ai Engineer | Automation | Financial Services | Architecture | Use Cases | Ai Development | Apis | Ai
290626905126,AI Engineer – RAG,Taxmann Publications,New Delhi,1-4 Yrs,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",5 Days Ago,/job-listings-ai-engineer-rag-taxmann-new-delhi-1-to-4-years-290626905126,"<ul> <li> AI Engineer RAG (Intern) About the Role We are looking for a passionate and driven AI Engineer (Intern/Fresher/Experienced) with hands-on experience or strong academic exposure in RAG (Retrieval-Augmented Generation) approaches  </li> <li> You will work closely with our AI and product teams to design, prototype, and optimize intelligent solutions that integrate language models with structured/unstructured knowledge sources  </li> <li> This is a great opportunity to build impactful AI systems and work with modern NLP tools in real-world production environments  </li> <li> Responsibilities Design and build AI applications using RAG-based architectures Fine-tune and integrate LLMs (e.g., OpenAI, LLaMA, Mistral, etc.) with external data sources  </li> <li> Build and optimize pipelines for document ingestion, chunking, vector embedding, and retrieval Implement and experiment with tools like LangChain, Haystack, Weaviate, Pinecone, Chroma, FAISS Develop and maintain RESTful APIs and web applications using Python frameworks such as Flask or FastAPI Collaborate with frontend/backend teams to integrate AI into live products  </li> <li> Conduct evaluations, benchmark performance, and recommend improvements Work with team leads to convert PoCs into scalable solutions Requirements For Interns / Freshers: Strong academic background in AI/ML/NLP or relevant projects Familiarity with Python, Transformers, vector databases, and APIs Knowledge of tools like Power BI and SQL for analytics and reporting  </li> <li> Strong interest in working with LLMs, LangChain, and RAG-based AI solutions For Experienced (2+ Years): Proven experience in building or contributing to AI products using RAG architecture Strong proficiency in Python for data manipulation and API development Experience in RESTful API development using Flask or FastAPI Solid knowledge of SQL, data analytics, and Power BI Hands-on experience with version control (Git) and deployment tools Exposure to cloud platforms such as AWS is a strong plus  </li> <li> Excellent problem-solving and communication skills What You'll Gain Opportunity to work on cutting-edge AI projects with real-world users Exposure to both product delivery and research-level challenges Mentorship from experienced AI Engineers and Product Leads Flat team structure, creative freedom, and a learning-oriented culture Job Type: Full-Time / Internship | Location: New Delhi (Work from Office)  </li> </ul> <div> </div>",ai engineer | python | api development | restful | data analytics | deployment tools | version control | ai
290626505969,Agentic AI Engineer,Adasoft,Chennai,1-4 Yrs,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",5 Days Ago,/job-listings-agentic-ai-engineer-securin-chennai-1-to-4-years-290626505969,"You should understand the limitations of GenAI (including inaccuracies and data sensitivity boundaries),follow data classification rules,and continuously improve your AI proficiency<br><br>3 years of Python experience<br><br> willingness to go deep on Bedrock AgentCore",Automation | Data analysis | Version control | Prototype | Artificial Intelligence | Machine learning | Workflow | SDK
290626011260,AI Engineer,Exponentia.ai Private Limited,Mumbai,Associate level,"{'minimumSalary': 0, 'maximumSalary': 0, 'currency': 'INR', 'hideSalary': True, 'variablePercentage': 0.0, 'minSalaryPerMonth': 0, 'maxSalaryPerMonth': 0, 'ctcBreakup': {}}",5 Days Ago,/job-listings-ai-engineer-exponentia-ai-private-limited-mumbai-3-to-5-years-290626011260,"Experience designing multi-agent collaboration systems and task orchestration.  . Hands-on experience implementing or integrating Model Context Protocol (MCP) for tool invocation,context sharing,and agent-to-system communication.  . Strong awareness of safety,governance,auditability,and agent evaluation frameworks<br><br>Preferred / Nice-to-Have Skills",fundamentals | analytical | software design | tools | sql | cloud | gen | deep learning
